Pt.	Date	Time	RT/s	R/Omiga	
	4781	2018_02_14	06_08_53	38600	107.63234
	4782	2018_02_14	06_09_03	38590	107.6322
	4783	2018_02_14	06_09_13	38580	107.63217
	4784	2018_02_14	06_09_23	38570	107.63214
	4785	2018_02_14	06_09_33	38560	107.63193
	4786	2018_02_14	06_09_43	38550	107.63205
	4787	2018_02_14	06_09_53	38540	107.6319
	4788	2018_02_14	06_10_03	38530	107.6314
	4789	2018_02_14	06_10_13	38520	107.63205
	4790	2018_02_14	06_10_23	38510	107.6319
	4791	2018_02_14	06_10_33	38500	107.63152
	4792	2018_02_14	06_10_43	38490	107.63161
	4793	2018_02_14	06_10_53	38480	107.63173
	4794	2018_02_14	06_11_03	38470	107.63146
	4795	2018_02_14	06_11_13	38460	107.63132
	4796	2018_02_14	06_11_23	38450	107.6312
	4797	2018_02_14	06_11_33	38440	107.63105
	4798	2018_02_14	06_11_43	38430	107.63152
	4799	2018_02_14	06_11_53	38420	107.63085
	4800	2018_02_14	06_12_03	38410	107.63087
	4801	2018_02_14	06_12_13	38400	107.63102
	4802	2018_02_14	06_12_23	38390	107.63052
	4803	2018_02_14	06_12_33	38380	107.63076
	4804	2018_02_14	06_12_43	38370	107.63046
	4805	2018_02_14	06_12_53	38360	107.6309
	4806	2018_02_14	06_13_03	38350	107.63002
	4807	2018_02_14	06_13_13	38340	107.63058
	4808	2018_02_14	06_13_23	38330	107.63049
	4809	2018_02_14	06_13_33	38320	107.63014
	4810	2018_02_14	06_13_43	38310	107.63032
	4811	2018_02_14	06_13_53	38300	107.63058
	4812	2018_02_14	06_14_03	38290	107.62985
	4813	2018_02_14	06_14_13	38280	107.63017
	4814	2018_02_14	06_14_23	38270	107.63061
	4815	2018_02_14	06_14_33	38260	107.6304
	4816	2018_02_14	06_14_43	38250	107.63029
	4817	2018_02_14	06_14_53	38240	107.63029
	4818	2018_02_14	06_15_03	38230	107.63008
	4819	2018_02_14	06_15_13	38220	107.62993
	4820	2018_02_14	06_15_23	38210	107.63005
	4821	2018_02_14	06_15_33	38200	107.62999
	4822	2018_02_14	06_15_43	38190	107.62985
	4823	2018_02_14	06_15_53	38180	107.62976
	4824	2018_02_14	06_16_03	38170	107.62929
	4825	2018_02_14	06_16_13	38160	107.62941
	4826	2018_02_14	06_16_23	38150	107.62985
	4827	2018_02_14	06_16_33	38140	107.62988
	4828	2018_02_14	06_16_43	38130	107.62911
	4829	2018_02_14	06_16_53	38120	107.62923
	4830	2018_02_14	06_17_03	38110	107.62947
	4831	2018_02_14	06_17_13	38100	107.62891
	4832	2018_02_14	06_17_23	38090	107.62958
	4833	2018_02_14	06_17_33	38080	107.6292
	4834	2018_02_14	06_17_43	38070	107.62964
	4835	2018_02_14	06_17_53	38060	107.62914
	4836	2018_02_14	06_18_03	38050	107.62891
	4837	2018_02_14	06_18_13	38040	107.62952
	4838	2018_02_14	06_18_23	38030	107.62932
	4839	2018_02_14	06_18_33	38020	107.62888
	4840	2018_02_14	06_18_43	38010	107.62905
	4841	2018_02_14	06_18_53	38000	107.62929
	4842	2018_02_14	06_19_03	37990	107.62897
	4843	2018_02_14	06_19_13	37980	107.62891
	4844	2018_02_14	06_19_23	37970	107.62917
	4845	2018_02_14	06_19_33	37960	107.62917
	4846	2018_02_14	06_19_43	37950	107.62897
	4847	2018_02_14	06_19_53	37940	107.62841
	4848	2018_02_14	06_20_03	37930	107.629
	4849	2018_02_14	06_20_13	37920	107.62944
	4850	2018_02_14	06_20_23	37910	107.62876
	4851	2018_02_14	06_20_33	37900	107.62879
	4852	2018_02_14	06_20_43	37890	107.62891
	4853	2018_02_14	06_20_53	37880	107.62902
	4854	2018_02_14	06_21_03	37870	107.62911
	4855	2018_02_14	06_21_13	37860	107.62941
	4856	2018_02_14	06_21_23	37850	107.62867
	4857	2018_02_14	06_21_33	37840	107.62902
	4858	2018_02_14	06_21_43	37830	107.62905
	4859	2018_02_14	06_21_53	37820	107.62932
	4860	2018_02_14	06_22_03	37810	107.62917
	4861	2018_02_14	06_22_13	37800	107.62926
	4862	2018_02_14	06_22_23	37790	107.62914
	4863	2018_02_14	06_22_33	37780	107.62923
	4864	2018_02_14	06_22_43	37770	107.62861
	4865	2018_02_14	06_22_53	37760	107.62917
	4866	2018_02_14	06_23_03	37750	107.62879
	4867	2018_02_14	06_23_13	37740	107.62905
	4868	2018_02_14	06_23_23	37730	107.62888
	4869	2018_02_14	06_23_33	37720	107.629
	4870	2018_02_14	06_23_43	37710	107.62914
	4871	2018_02_14	06_23_53	37700	107.62917
	4872	2018_02_14	06_24_03	37690	107.62908
	4873	2018_02_14	06_24_13	37680	107.62908
	4874	2018_02_14	06_24_23	37670	107.62923
	4875	2018_02_14	06_24_33	37660	107.62996
	4876	2018_02_14	06_24_43	37650	107.63017
	4877	2018_02_14	06_24_53	37640	107.62944
	4878	2018_02_14	06_25_03	37630	107.62932
	4879	2018_02_14	06_25_13	37620	107.62958
	4880	2018_02_14	06_25_23	37610	107.63005
	4881	2018_02_14	06_25_33	37600	107.63023
	4882	2018_02_14	06_25_43	37590	107.6304
	4883	2018_02_14	06_25_53	37580	107.63052
	4884	2018_02_14	06_26_03	37570	107.63049
	4885	2018_02_14	06_26_13	37560	107.63023
	4886	2018_02_14	06_26_23	37550	107.63046
	4887	2018_02_14	06_26_33	37540	107.63026
	4888	2018_02_14	06_26_43	37530	107.63064
	4889	2018_02_14	06_26_53	37520	107.6307
	4890	2018_02_14	06_27_03	37510	107.63046
	4891	2018_02_14	06_27_13	37500	107.63079
	4892	2018_02_14	06_27_23	37490	107.63061
	4893	2018_02_14	06_27_33	37480	107.6307
	4894	2018_02_14	06_27_43	37470	107.63096
	4895	2018_02_14	06_27_53	37460	107.63032
	4896	2018_02_14	06_28_03	37450	107.6309
	4897	2018_02_14	06_28_13	37440	107.6307
	4898	2018_02_14	06_28_23	37430	107.63102
	4899	2018_02_14	06_28_33	37420	107.63076
	4900	2018_02_14	06_28_43	37410	107.63102
	4901	2018_02_14	06_28_53	37400	107.63096
	4902	2018_02_14	06_29_03	37390	107.63087
	4903	2018_02_14	06_29_13	37380	107.63026
	4904	2018_02_14	06_29_23	37370	107.63096
	4905	2018_02_14	06_29_33	37360	107.63029
	4906	2018_02_14	06_29_43	37350	107.63026
	4907	2018_02_14	06_29_53	37340	107.62999
	4908	2018_02_14	06_30_03	37330	107.63023
	4909	2018_02_14	06_30_13	37320	107.63085
	4910	2018_02_14	06_30_23	37310	107.6304
	4911	2018_02_14	06_30_33	37300	107.63052
	4912	2018_02_14	06_30_43	37290	107.63085
	4913	2018_02_14	06_30_53	37280	107.63038
	4914	2018_02_14	06_31_03	37270	107.63026
	4915	2018_02_14	06_31_13	37260	107.62973
	4916	2018_02_14	06_31_23	37250	107.63023
	4917	2018_02_14	06_31_33	37240	107.62982
	4918	2018_02_14	06_31_43	37230	107.62982
	4919	2018_02_14	06_31_53	37220	107.62973
	4920	2018_02_14	06_32_03	37210	107.62985
	4921	2018_02_14	06_32_13	37200	107.62961
	4922	2018_02_14	06_32_23	37190	107.62976
	4923	2018_02_14	06_32_33	37180	107.62967
	4924	2018_02_14	06_32_43	37170	107.62999
	4925	2018_02_14	06_32_53	37160	107.62996
	4926	2018_02_14	06_33_03	37150	107.63026
	4927	2018_02_14	06_33_13	37140	107.62982
	4928	2018_02_14	06_33_23	37130	107.62988
	4929	2018_02_14	06_33_33	37120	107.62985
	4930	2018_02_14	06_33_43	37110	107.63043
	4931	2018_02_14	06_33_53	37100	107.63029
	4932	2018_02_14	06_34_03	37090	107.63055
	4933	2018_02_14	06_34_13	37080	107.63038
	4934	2018_02_14	06_34_23	37070	107.63023
	4935	2018_02_14	06_34_33	37060	107.63035
	4936	2018_02_14	06_34_43	37050	107.63102
	4937	2018_02_14	06_34_53	37040	107.63079
	4938	2018_02_14	06_35_03	37030	107.63111
	4939	2018_02_14	06_35_13	37020	107.63046
	4940	2018_02_14	06_35_23	37010	107.63079
	4941	2018_02_14	06_35_33	37000	107.63096
	4942	2018_02_14	06_35_43	36990	107.63061
	4943	2018_02_14	06_35_53	36980	107.63102
	4944	2018_02_14	06_36_03	36970	107.63073
	4945	2018_02_14	06_36_13	36960	107.63096
	4946	2018_02_14	06_36_23	36950	107.6307
	4947	2018_02_14	06_36_33	36940	107.63114
	4948	2018_02_14	06_36_43	36930	107.63093
	4949	2018_02_14	06_36_53	36920	107.63102
	4950	2018_02_14	06_37_03	36910	107.63114
	4951	2018_02_14	06_37_13	36900	107.63085
	4952	2018_02_14	06_37_23	36890	107.6309
	4953	2018_02_14	06_37_33	36880	107.63073
	4954	2018_02_14	06_37_43	36870	107.63123
	4955	2018_02_14	06_37_53	36860	107.63085
	4956	2018_02_14	06_38_03	36850	107.63105
	4957	2018_02_14	06_38_13	36840	107.63117
	4958	2018_02_14	06_38_23	36830	107.63132
	4959	2018_02_14	06_38_33	36820	107.63096
	4960	2018_02_14	06_38_43	36810	107.63099
	4961	2018_02_14	06_38_53	36800	107.63105
	4962	2018_02_14	06_39_03	36790	107.63093
	4963	2018_02_14	06_39_13	36780	107.63134
	4964	2018_02_14	06_39_23	36770	107.63134
	4965	2018_02_14	06_39_33	36760	107.63152
	4966	2018_02_14	06_39_43	36750	107.63173
	4967	2018_02_14	06_39_53	36740	107.63161
	4968	2018_02_14	06_40_03	36730	107.63164
	4969	2018_02_14	06_40_13	36720	107.63143
	4970	2018_02_14	06_40_23	36710	107.63167
	4971	2018_02_14	06_40_33	36700	107.63152
	4972	2018_02_14	06_40_43	36690	107.63161
	4973	2018_02_14	06_40_53	36680	107.63108
	4974	2018_02_14	06_41_03	36670	107.63179
	4975	2018_02_14	06_41_13	36660	107.63134
	4976	2018_02_14	06_41_23	36650	107.63126
	4977	2018_02_14	06_41_33	36640	107.63134
	4978	2018_02_14	06_41_43	36630	107.63093
	4979	2018_02_14	06_41_53	36620	107.63134
	4980	2018_02_14	06_42_03	36610	107.63143
	4981	2018_02_14	06_42_13	36600	107.63114
	4982	2018_02_14	06_42_23	36590	107.63167
	4983	2018_02_14	06_42_33	36580	107.63102
	4984	2018_02_14	06_42_43	36570	107.63096
	4985	2018_02_14	06_42_53	36560	107.63087
	4986	2018_02_14	06_43_03	36550	107.63099
	4987	2018_02_14	06_43_13	36540	107.63114
	4988	2018_02_14	06_43_23	36530	107.63114
	4989	2018_02_14	06_43_33	36520	107.63079
	4990	2018_02_14	06_43_43	36510	107.63099
	4991	2018_02_14	06_43_53	36500	107.63108
	4992	2018_02_14	06_44_03	36490	107.63105
	4993	2018_02_14	06_44_13	36480	107.6309
	4994	2018_02_14	06_44_23	36470	107.63102
	4995	2018_02_14	06_44_33	36460	107.63117
	4996	2018_02_14	06_44_43	36450	107.63114
	4997	2018_02_14	06_44_53	36440	107.63105
	4998	2018_02_14	06_45_03	36430	107.63105
	4999	2018_02_14	06_45_13	36420	107.63114
	5000	2018_02_14	06_45_23	36410	107.63149
	5001	2018_02_14	06_45_33	36400	107.63126
	5002	2018_02_14	06_45_43	36390	107.6312
	5003	2018_02_14	06_45_53	36380	107.63137
	5004	2018_02_14	06_46_03	36370	107.63187
	5005	2018_02_14	06_46_13	36360	107.63196
	5006	2018_02_14	06_46_23	36350	107.63158
	5007	2018_02_14	06_46_33	36340	107.63149
	5008	2018_02_14	06_46_43	36330	107.6317
	5009	2018_02_14	06_46_53	36320	107.63184
	5010	2018_02_14	06_47_03	36310	107.6322
	5011	2018_02_14	06_47_13	36300	107.63199
	5012	2018_02_14	06_47_23	36290	107.63196
	5013	2018_02_14	06_47_33	36280	107.6322
	5014	2018_02_14	06_47_43	36270	107.63217
	5015	2018_02_14	06_47_53	36260	107.63249
	5016	2018_02_14	06_48_03	36250	107.63278
	5017	2018_02_14	06_48_13	36240	107.63181
	5018	2018_02_14	06_48_23	36230	107.63211
	5019	2018_02_14	06_48_33	36220	107.63287
	5020	2018_02_14	06_48_43	36210	107.63273
	5021	2018_02_14	06_48_53	36200	107.63237
	5022	2018_02_14	06_49_03	36190	107.63243
	5023	2018_02_14	06_49_13	36180	107.63193
	5024	2018_02_14	06_49_23	36170	107.63228
	5025	2018_02_14	06_49_33	36160	107.63246
	5026	2018_02_14	06_49_43	36150	107.63226
	5027	2018_02_14	06_49_53	36140	107.63243
	5028	2018_02_14	06_50_03	36130	107.63223
	5029	2018_02_14	06_50_13	36120	107.63243
	5030	2018_02_14	06_50_23	36110	107.63258
	5031	2018_02_14	06_50_33	36100	107.63293
	5032	2018_02_14	06_50_43	36090	107.63243
	5033	2018_02_14	06_50_53	36080	107.63243
	5034	2018_02_14	06_51_03	36070	107.6324
	5035	2018_02_14	06_51_13	36060	107.63231
	5036	2018_02_14	06_51_23	36050	107.63252
	5037	2018_02_14	06_51_33	36040	107.63202
	5038	2018_02_14	06_51_43	36030	107.63173
	5039	2018_02_14	06_51_53	36020	107.63187
	5040	2018_02_14	06_52_03	36010	107.63137
	5041	2018_02_14	06_52_13	36000	107.63214
	5042	2018_02_14	06_52_23	35990	107.63167
	5043	2018_02_14	06_52_33	35980	107.63202
	5044	2018_02_14	06_52_43	35970	107.63164
	5045	2018_02_14	06_52_53	35960	107.63143
	5046	2018_02_14	06_53_03	35950	107.63134
	5047	2018_02_14	06_53_13	35940	107.63173
	5048	2018_02_14	06_53_23	35930	107.63158
	5049	2018_02_14	06_53_33	35920	107.63123
	5050	2018_02_14	06_53_43	35910	107.63161
	5051	2018_02_14	06_53_53	35900	107.63137
	5052	2018_02_14	06_54_03	35890	107.63064
	5053	2018_02_14	06_54_13	35880	107.63129
	5054	2018_02_14	06_54_23	35870	107.63123
	5055	2018_02_14	06_54_33	35860	107.63123
	5056	2018_02_14	06_54_43	35850	107.63079
	5057	2018_02_14	06_54_53	35840	107.63082
	5058	2018_02_14	06_55_03	35830	107.63076
	5059	2018_02_14	06_55_13	35820	107.6314
	5060	2018_02_14	06_55_23	35810	107.63087
	5061	2018_02_14	06_55_33	35800	107.63032
	5062	2018_02_14	06_55_43	35790	107.63087
	5063	2018_02_14	06_55_53	35780	107.63082
	5064	2018_02_14	06_56_03	35770	107.63093
	5065	2018_02_14	06_56_13	35760	107.63108
	5066	2018_02_14	06_56_23	35750	107.63102
	5067	2018_02_14	06_56_33	35740	107.63105
	5068	2018_02_14	06_56_43	35730	107.63026
	5069	2018_02_14	06_56_53	35720	107.6304
	5070	2018_02_14	06_57_03	35710	107.63052
	5071	2018_02_14	06_57_13	35700	107.63055
	5072	2018_02_14	06_57_23	35690	107.63032
	5073	2018_02_14	06_57_33	35680	107.63079
	5074	2018_02_14	06_57_43	35670	107.63032
	5075	2018_02_14	06_57_53	35660	107.63008
	5076	2018_02_14	06_58_03	35650	107.62993
	5077	2018_02_14	06_58_13	35640	107.63043
	5078	2018_02_14	06_58_23	35630	107.63043
	5079	2018_02_14	06_58_33	35620	107.63011
	5080	2018_02_14	06_58_43	35610	107.62985
	5081	2018_02_14	06_58_53	35600	107.63035
	5082	2018_02_14	06_59_03	35590	107.63011
	5083	2018_02_14	06_59_13	35580	107.62973
	5084	2018_02_14	06_59_23	35570	107.62982
	5085	2018_02_14	06_59_33	35560	107.62985
	5086	2018_02_14	06_59_43	35550	107.62988
	5087	2018_02_14	06_59_53	35540	107.62985
	5088	2018_02_14	07_00_03	35530	107.62917
	5089	2018_02_14	07_00_13	35520	107.62961
	5090	2018_02_14	07_00_23	35510	107.62932
	5091	2018_02_14	07_00_33	35500	107.62976
	5092	2018_02_14	07_00_43	35490	107.62929
	5093	2018_02_14	07_00_53	35480	107.62941
	5094	2018_02_14	07_01_03	35470	107.62929
	5095	2018_02_14	07_01_13	35460	107.62947
	5096	2018_02_14	07_01_23	35450	107.62938
	5097	2018_02_14	07_01_33	35440	107.62938
	5098	2018_02_14	07_01_43	35430	107.62944
	5099	2018_02_14	07_01_53	35420	107.62941
	5100	2018_02_14	07_02_03	35410	107.6287
	5101	2018_02_14	07_02_13	35400	107.62949
	5102	2018_02_14	07_02_23	35390	107.62917
	5103	2018_02_14	07_02_33	35380	107.62876
	5104	2018_02_14	07_02_43	35370	107.62923
	5105	2018_02_14	07_02_53	35360	107.62894
	5106	2018_02_14	07_03_03	35350	107.62888
	5107	2018_02_14	07_03_13	35340	107.62891
	5108	2018_02_14	07_03_23	35330	107.62888
	5109	2018_02_14	07_03_33	35320	107.62894
	5110	2018_02_14	07_03_43	35310	107.62885
	5111	2018_02_14	07_03_53	35300	107.62867
	5112	2018_02_14	07_04_03	35290	107.62894
	5113	2018_02_14	07_04_13	35280	107.62885
	5114	2018_02_14	07_04_23	35270	107.62938
	5115	2018_02_14	07_04_33	35260	107.62926
	5116	2018_02_14	07_04_43	35250	107.62926
	5117	2018_02_14	07_04_53	35240	107.629
	5118	2018_02_14	07_05_03	35230	107.62964
	5119	2018_02_14	07_05_13	35220	107.63002
	5120	2018_02_14	07_05_23	35210	107.62985
	5121	2018_02_14	07_05_33	35200	107.62982
	5122	2018_02_14	07_05_43	35190	107.63017
	5123	2018_02_14	07_05_53	35180	107.63026
	5124	2018_02_14	07_06_03	35170	107.63079
	5125	2018_02_14	07_06_13	35160	107.63043
	5126	2018_02_14	07_06_23	35150	107.63061
	5127	2018_02_14	07_06_33	35140	107.63049
	5128	2018_02_14	07_06_43	35130	107.63099
	5129	2018_02_14	07_06_53	35120	107.63087
	5130	2018_02_14	07_07_03	35110	107.63132
	5131	2018_02_14	07_07_13	35100	107.6314
	5132	2018_02_14	07_07_23	35090	107.63152
	5133	2018_02_14	07_07_33	35080	107.63196
	5134	2018_02_14	07_07_43	35070	107.63181
	5135	2018_02_14	07_07_53	35060	107.63214
	5136	2018_02_14	07_08_03	35050	107.63228
	5137	2018_02_14	07_08_13	35040	107.63243
	5138	2018_02_14	07_08_23	35030	107.63199
	5139	2018_02_14	07_08_33	35020	107.63199
	5140	2018_02_14	07_08_43	35010	107.63278
	5141	2018_02_14	07_08_53	35000	107.63296
	5142	2018_02_14	07_09_03	34990	107.6329
	5143	2018_02_14	07_09_13	34980	107.63308
	5144	2018_02_14	07_09_23	34970	107.63305
	5145	2018_02_14	07_09_33	34960	107.63319
	5146	2018_02_14	07_09_43	34950	107.63334
	5147	2018_02_14	07_09_53	34940	107.6334
	5148	2018_02_14	07_10_03	34930	107.63361
	5149	2018_02_14	07_10_13	34920	107.63352
	5150	2018_02_14	07_10_23	34910	107.63387
	5151	2018_02_14	07_10_33	34900	107.63378
	5152	2018_02_14	07_10_43	34890	107.63366
	5153	2018_02_14	07_10_53	34880	107.63405
	5154	2018_02_14	07_11_03	34870	107.63352
	5155	2018_02_14	07_11_13	34860	107.63393
	5156	2018_02_14	07_11_23	34850	107.63393
	5157	2018_02_14	07_11_33	34840	107.63411
	5158	2018_02_14	07_11_43	34830	107.63437
	5159	2018_02_14	07_11_53	34820	107.63381
	5160	2018_02_14	07_12_03	34810	107.63396
	5161	2018_02_14	07_12_13	34800	107.63449
	5162	2018_02_14	07_12_23	34790	107.6346
	5163	2018_02_14	07_12_33	34780	107.63466
	5164	2018_02_14	07_12_43	34770	107.63513
	5165	2018_02_14	07_12_53	34760	107.63452
	5166	2018_02_14	07_13_03	34750	107.63431
	5167	2018_02_14	07_13_13	34740	107.63502
	5168	2018_02_14	07_13_23	34730	107.63516
	5169	2018_02_14	07_13_33	34720	107.63496
	5170	2018_02_14	07_13_43	34710	107.63505
	5171	2018_02_14	07_13_53	34700	107.63528
	5172	2018_02_14	07_14_03	34690	107.63581
	5173	2018_02_14	07_14_13	34680	107.63554
	5174	2018_02_14	07_14_23	34670	107.63607
	5175	2018_02_14	07_14_33	34660	107.63604
	5176	2018_02_14	07_14_43	34650	107.63601
	5177	2018_02_14	07_14_53	34640	107.63625
	5178	2018_02_14	07_15_03	34630	107.63613
	5179	2018_02_14	07_15_13	34620	107.63654
	5180	2018_02_14	07_15_23	34610	107.6364
	5181	2018_02_14	07_15_33	34600	107.63663
	5182	2018_02_14	07_15_43	34590	107.63731
	5183	2018_02_14	07_15_53	34580	107.63748
	5184	2018_02_14	07_16_03	34570	107.63713
	5185	2018_02_14	07_16_13	34560	107.63739
	5186	2018_02_14	07_16_23	34550	107.6376
	5187	2018_02_14	07_16_33	34540	107.63748
	5188	2018_02_14	07_16_43	34530	107.63786
	5189	2018_02_14	07_16_53	34520	107.63784
	5190	2018_02_14	07_17_03	34510	107.63795
	5191	2018_02_14	07_17_13	34500	107.63822
	5192	2018_02_14	07_17_23	34490	107.63807
	5193	2018_02_14	07_17_33	34480	107.63772
	5194	2018_02_14	07_17_43	34470	107.63781
	5195	2018_02_14	07_17_53	34460	107.63786
	5196	2018_02_14	07_18_03	34450	107.63848
	5197	2018_02_14	07_18_13	34440	107.63819
	5198	2018_02_14	07_18_23	34430	107.63854
	5199	2018_02_14	07_18_33	34420	107.63875
	5200	2018_02_14	07_18_43	34410	107.63895
	5201	2018_02_14	07_18_53	34400	107.63857
	5202	2018_02_14	07_19_03	34390	107.63851
	5203	2018_02_14	07_19_13	34380	107.63836
	5204	2018_02_14	07_19_23	34370	107.63828
	5205	2018_02_14	07_19_33	34360	107.6391
	5206	2018_02_14	07_19_43	34350	107.63886
	5207	2018_02_14	07_19_53	34340	107.63892
	5208	2018_02_14	07_20_03	34330	107.63916
	5209	2018_02_14	07_20_13	34320	107.63904
	5210	2018_02_14	07_20_23	34310	107.63913
	5211	2018_02_14	07_20_33	34300	107.6393
	5212	2018_02_14	07_20_43	34290	107.63939
	5213	2018_02_14	07_20_53	34280	107.63901
	5214	2018_02_14	07_21_03	34270	107.6391
	5215	2018_02_14	07_21_13	34260	107.63833
	5216	2018_02_14	07_21_23	34250	107.63892
	5217	2018_02_14	07_21_33	34240	107.63901
	5218	2018_02_14	07_21_43	34230	107.63913
	5219	2018_02_14	07_21_53	34220	107.63875
	5220	2018_02_14	07_22_03	34210	107.6391
	5221	2018_02_14	07_22_13	34200	107.63869
	5222	2018_02_14	07_22_23	34190	107.63883
	5223	2018_02_14	07_22_33	34180	107.6388
	5224	2018_02_14	07_22_43	34170	107.63886
	5225	2018_02_14	07_22_53	34160	107.63895
	5226	2018_02_14	07_23_03	34150	107.63872
	5227	2018_02_14	07_23_13	34140	107.63924
	5228	2018_02_14	07_23_23	34130	107.63857
	5229	2018_02_14	07_23_33	34120	107.6386
	5230	2018_02_14	07_23_43	34110	107.63792
	5231	2018_02_14	07_23_53	34100	107.63828
	5232	2018_02_14	07_24_03	34090	107.63825
	5233	2018_02_14	07_24_13	34080	107.63863
	5234	2018_02_14	07_24_23	34070	107.63845
	5235	2018_02_14	07_24_33	34060	107.63848
	5236	2018_02_14	07_24_43	34050	107.63857
	5237	2018_02_14	07_24_53	34040	107.63795
	5238	2018_02_14	07_25_03	34030	107.63842
	5239	2018_02_14	07_25_13	34020	107.63872
	5240	2018_02_14	07_25_23	34010	107.63842
	5241	2018_02_14	07_25_33	34000	107.63883
	5242	2018_02_14	07_25_43	33990	107.63822
	5243	2018_02_14	07_25_53	33980	107.6388
	5244	2018_02_14	07_26_03	33970	107.63904
	5245	2018_02_14	07_26_13	33960	107.6388
	5246	2018_02_14	07_26_23	33950	107.63833
	5247	2018_02_14	07_26_33	33940	107.63848
	5248	2018_02_14	07_26_43	33930	107.63831
	5249	2018_02_14	07_26_53	33920	107.63869
	5250	2018_02_14	07_27_03	33910	107.63886
	5251	2018_02_14	07_27_13	33900	107.63857
	5252	2018_02_14	07_27_23	33890	107.63875
	5253	2018_02_14	07_27_33	33880	107.63886
	5254	2018_02_14	07_27_43	33870	107.63872
	5255	2018_02_14	07_27_53	33860	107.63919
	5256	2018_02_14	07_28_03	33850	107.63878
	5257	2018_02_14	07_28_13	33840	107.63942
	5258	2018_02_14	07_28_23	33830	107.63901
	5259	2018_02_14	07_28_33	33820	107.63883
	5260	2018_02_14	07_28_43	33810	107.6393
	5261	2018_02_14	07_28_53	33800	107.63936
	5262	2018_02_14	07_29_03	33790	107.63945
	5263	2018_02_14	07_29_13	33780	107.63957
	5264	2018_02_14	07_29_23	33770	107.63927
	5265	2018_02_14	07_29_33	33760	107.63951
	5266	2018_02_14	07_29_43	33750	107.63983
	5267	2018_02_14	07_29_53	33740	107.63954
	5268	2018_02_14	07_30_03	33730	107.63995
	5269	2018_02_14	07_30_13	33720	107.63989
	5270	2018_02_14	07_30_23	33710	107.63992
	5271	2018_02_14	07_30_33	33700	107.64004
	5272	2018_02_14	07_30_43	33690	107.64007
	5273	2018_02_14	07_30_53	33680	107.63995
	5274	2018_02_14	07_31_03	33670	107.64013
	5275	2018_02_14	07_31_13	33660	107.64024
	5276	2018_02_14	07_31_23	33650	107.63974
	5277	2018_02_14	07_31_33	33640	107.64027
	5278	2018_02_14	07_31_43	33630	107.63986
	5279	2018_02_14	07_31_53	33620	107.64007
	5280	2018_02_14	07_32_03	33610	107.64021
	5281	2018_02_14	07_32_13	33600	107.64016
	5282	2018_02_14	07_32_23	33590	107.64077
	5283	2018_02_14	07_32_33	33580	107.64042
	5284	2018_02_14	07_32_43	33570	107.64042
	5285	2018_02_14	07_32_53	33560	107.64042
	5286	2018_02_14	07_33_03	33550	107.64033
	5287	2018_02_14	07_33_13	33540	107.64027
	5288	2018_02_14	07_33_23	33530	107.64039
	5289	2018_02_14	07_33_33	33520	107.64065
	5290	2018_02_14	07_33_43	33510	107.64092
	5291	2018_02_14	07_33_53	33500	107.64039
	5292	2018_02_14	07_34_03	33490	107.64024
	5293	2018_02_14	07_34_13	33480	107.64007
	5294	2018_02_14	07_34_23	33470	107.64036
	5295	2018_02_14	07_34_33	33460	107.63989
	5296	2018_02_14	07_34_43	33450	107.64018
	5297	2018_02_14	07_34_53	33440	107.6401
	5298	2018_02_14	07_35_03	33430	107.6401
	5299	2018_02_14	07_35_13	33420	107.63992
	5300	2018_02_14	07_35_23	33410	107.6401
	5301	2018_02_14	07_35_33	33400	107.64024
	5302	2018_02_14	07_35_43	33390	107.63971
	5303	2018_02_14	07_35_53	33380	107.63971
	5304	2018_02_14	07_36_03	33370	107.64004
	5305	2018_02_14	07_36_13	33360	107.63966
	5306	2018_02_14	07_36_23	33350	107.63995
	5307	2018_02_14	07_36_33	33340	107.64048
	5308	2018_02_14	07_36_43	33330	107.63989
	5309	2018_02_14	07_36_53	33320	107.63989
	5310	2018_02_14	07_37_03	33310	107.6401
	5311	2018_02_14	07_37_13	33300	107.63998
	5312	2018_02_14	07_37_23	33290	107.63989
	5313	2018_02_14	07_37_33	33280	107.63977
	5314	2018_02_14	07_37_43	33270	107.64018
	5315	2018_02_14	07_37_53	33260	107.64021
	5316	2018_02_14	07_38_03	33250	107.64048
	5317	2018_02_14	07_38_13	33240	107.64021
	5318	2018_02_14	07_38_23	33230	107.6403
	5319	2018_02_14	07_38_33	33220	107.64071
	5320	2018_02_14	07_38_43	33210	107.64018
	5321	2018_02_14	07_38_53	33200	107.64036
	5322	2018_02_14	07_39_03	33190	107.64021
	5323	2018_02_14	07_39_13	33180	107.64083
	5324	2018_02_14	07_39_23	33170	107.64063
	5325	2018_02_14	07_39_33	33160	107.64068
	5326	2018_02_14	07_39_43	33150	107.64065
	5327	2018_02_14	07_39_53	33140	107.64077
	5328	2018_02_14	07_40_03	33130	107.64104
	5329	2018_02_14	07_40_13	33120	107.64077
	5330	2018_02_14	07_40_23	33110	107.64054
	5331	2018_02_14	07_40_33	33100	107.64033
	5332	2018_02_14	07_40_43	33090	107.64057
	5333	2018_02_14	07_40_53	33080	107.64054
	5334	2018_02_14	07_41_03	33070	107.64027
	5335	2018_02_14	07_41_13	33060	107.6401
	5336	2018_02_14	07_41_23	33050	107.64013
	5337	2018_02_14	07_41_33	33040	107.64016
	5338	2018_02_14	07_41_43	33030	107.64065
	5339	2018_02_14	07_41_53	33020	107.64065
