Pt.        Date      Time        RT/s       R/Omiga    
  470  2018_02_14  11_19_30  4691.0     107.642740
  471  2018_02_14  11_19_40  4701.0     107.642650
  472  2018_02_14  11_19_50  4711.0     107.642120
  473  2018_02_14  11_20_00  4721.0     107.642680
  474  2018_02_14  11_20_10  4731.0     107.642890
  475  2018_02_14  11_20_20  4741.0     107.642590
  476  2018_02_14  11_20_30  4751.0     107.642210
  477  2018_02_14  11_20_40  4761.0     107.642300
  478  2018_02_14  11_20_50  4771.0     107.642560
  479  2018_02_14  11_21_00  4781.0     107.642150
  480  2018_02_14  11_21_10  4791.0     107.642500
  481  2018_02_14  11_21_20  4801.0     107.642360
  482  2018_02_14  11_21_30  4811.0     107.642300
  483  2018_02_14  11_21_40  4821.0     107.642650
  484  2018_02_14  11_21_50  4831.0     107.642270
  485  2018_02_14  11_22_00  4841.0     107.642330
  486  2018_02_14  11_22_10  4851.0     107.642090
  487  2018_02_14  11_22_20  4861.0     107.641890
  488  2018_02_14  11_22_30  4871.0     107.641860
  489  2018_02_14  11_22_40  4881.0     107.642590
  490  2018_02_14  11_22_50  4891.0     107.642090
  491  2018_02_14  11_23_00  4901.0     107.642270
  492  2018_02_14  11_23_10  4911.0     107.642150
  493  2018_02_14  11_23_20  4921.0     107.642180
  494  2018_02_14  11_23_30  4931.0     107.642180
  495  2018_02_14  11_23_40  4941.0     107.642560
  496  2018_02_14  11_23_50  4951.0     107.642420
  497  2018_02_14  11_24_00  4961.0     107.642650
  498  2018_02_14  11_24_10  4971.0     107.642560
  499  2018_02_14  11_24_20  4981.0     107.642090
  500  2018_02_14  11_24_30  4991.0     107.642300
  501  2018_02_14  11_24_40  5001.0     107.641950
  502  2018_02_14  11_24_50  5011.0     107.641830
  503  2018_02_14  11_25_00  5021.0     107.642240
  504  2018_02_14  11_25_10  5031.0     107.642030
  505  2018_02_14  11_25_20  5041.0     107.642420
  506  2018_02_14  11_25_30  5051.0     107.642150
  507  2018_02_14  11_25_40  5061.0     107.642030
  508  2018_02_14  11_25_50  5071.0     107.641860
  509  2018_02_14  11_26_00  5081.0     107.641710
  510  2018_02_14  11_26_10  5091.0     107.641540
  511  2018_02_14  11_26_20  5101.0     107.641710
  512  2018_02_14  11_26_30  5111.0     107.641800
  513  2018_02_14  11_26_40  5121.0     107.641710
  514  2018_02_14  11_26_50  5131.0     107.641300
  515  2018_02_14  11_27_00  5141.0     107.642060
  516  2018_02_14  11_27_10  5151.0     107.641740
  517  2018_02_14  11_27_20  5161.0     107.641860
  518  2018_02_14  11_27_30  5171.0     107.641480
  519  2018_02_14  11_27_40  5181.0     107.642240
  520  2018_02_14  11_27_50  5191.0     107.641680
  521  2018_02_14  11_28_00  5201.0     107.641710
  522  2018_02_14  11_28_10  5211.0     107.641740
  523  2018_02_14  11_28_20  5221.0     107.641770
  524  2018_02_14  11_28_30  5231.0     107.641770
  525  2018_02_14  11_28_40  5241.0     107.641740
  526  2018_02_14  11_28_50  5251.0     107.641650
  527  2018_02_14  11_29_00  5261.0     107.641590
  528  2018_02_14  11_29_10  5271.0     107.642210
  529  2018_02_14  11_29_20  5281.0     107.641980
  530  2018_02_14  11_29_30  5291.0     107.641620
  531  2018_02_14  11_29_40  5301.0     107.641590
  532  2018_02_14  11_29_50  5311.0     107.641800
  533  2018_02_14  11_30_00  5321.0     107.642270
  534  2018_02_14  11_30_10  5331.0     107.642300
  535  2018_02_14  11_30_20  5341.0     107.642210
  536  2018_02_14  11_30_30  5351.0     107.642090
  537  2018_02_14  11_30_40  5361.0     107.642010
