Pt.        Date      Time        RT/s       R/Omiga    
  417  2018_03_05  10_53_21  4160.0     119.274920
  418  2018_03_05  10_53_31  4170.0     119.275220
  419  2018_03_05  10_53_41  4180.0     119.275130
  420  2018_03_05  10_53_51  4190.0     119.275190
  421  2018_03_05  10_54_01  4200.0     119.275220
  422  2018_03_05  10_54_11  4210.0     119.275510
  423  2018_03_05  10_54_21  4220.0     119.275390
  424  2018_03_05  10_54_31  4230.0     119.275480
  425  2018_03_05  10_54_41  4240.0     119.274920
  426  2018_03_05  10_54_51  4250.0     119.275600
  427  2018_03_05  10_55_01  4260.0     119.275390
  428  2018_03_05  10_55_11  4270.0     119.275660
  429  2018_03_05  10_55_21  4280.0     119.275770
  430  2018_03_05  10_55_31  4290.0     119.275360
  431  2018_03_05  10_55_41  4300.0     119.275690
  432  2018_03_05  10_55_51  4310.0     119.275480
  433  2018_03_05  10_56_01  4320.0     119.275510
  434  2018_03_05  10_56_11  4330.0     119.275420
  435  2018_03_05  10_56_21  4340.0     119.275270
  436  2018_03_05  10_56_31  4350.0     119.275710
  437  2018_03_05  10_56_41  4360.0     119.276040
  438  2018_03_05  10_56_51  4370.0     119.275570
  439  2018_03_05  10_57_01  4380.0     119.275860
  440  2018_03_05  10_57_11  4390.0     119.275800
  441  2018_03_05  10_57_21  4400.0     119.275600
  442  2018_03_05  10_57_31  4410.0     119.275690
  443  2018_03_05  10_57_41  4420.0     119.276070
  444  2018_03_05  10_57_51  4430.0     119.274950
  445  2018_03_05  10_58_01  4440.0     119.275860
  446  2018_03_05  10_58_11  4450.0     119.275190
  447  2018_03_05  10_58_21  4460.0     119.275540
  448  2018_03_05  10_58_31  4470.0     119.275660
  449  2018_03_05  10_58_41  4480.0     119.275480
  450  2018_03_05  10_58_51  4490.0     119.275630
  451  2018_03_05  10_59_01  4500.0     119.275390
  452  2018_03_05  10_59_11  4510.0     119.275510
  453  2018_03_05  10_59_21  4520.0     119.275740
  454  2018_03_05  10_59_31  4530.0     119.274750
  455  2018_03_05  10_59_41  4540.0     119.275510
  456  2018_03_05  10_59_51  4550.0     119.275070
  457  2018_03_05  11_00_02  4561.0     119.275390
  458  2018_03_05  11_00_11  4570.0     119.275270
  459  2018_03_05  11_00_21  4580.0     119.275360
  460  2018_03_05  11_00_31  4590.0     119.275540
  461  2018_03_05  11_00_41  4600.0     119.275540
  462  2018_03_05  11_00_51  4610.0     119.275630
  463  2018_03_05  11_01_01  4620.0     119.275570
  464  2018_03_05  11_01_11  4630.0     119.275980
  465  2018_03_05  11_01_21  4640.0     119.275980
  466  2018_03_05  11_01_31  4650.0     119.276070
  467  2018_03_05  11_01_41  4660.0     119.275860
  468  2018_03_05  11_01_51  4670.0     119.275390
  469  2018_03_05  11_02_01  4680.0     119.275690
  470  2018_03_05  11_02_11  4690.0     119.275270
  471  2018_03_05  11_02_21  4700.0     119.275360
  472  2018_03_05  11_02_31  4710.0     119.275630
  473  2018_03_05  11_02_41  4720.0     119.275570
  474  2018_03_05  11_02_51  4730.0     119.275800
  475  2018_03_05  11_03_01  4740.0     119.275800
  476  2018_03_05  11_03_11  4750.0     119.276150
  477  2018_03_05  11_03_21  4760.0     119.275450
  478  2018_03_05  11_03_31  4770.0     119.275830
  479  2018_03_05  11_03_41  4780.0     119.275890
  480  2018_03_05  11_03_51  4790.0     119.275950
  481  2018_03_05  11_04_01  4800.0     119.276210
  482  2018_03_05  11_04_11  4810.0     119.275770
  483  2018_03_05  11_04_21  4820.0     119.276360
  484  2018_03_05  11_04_31  4830.0     119.276420
  485  2018_03_05  11_04_41  4840.0     119.276390
  486  2018_03_05  11_04_51  4850.0     119.276210
  487  2018_03_05  11_05_01  4860.0     119.276300
  488  2018_03_05  11_05_11  4870.0     119.276680
  489  2018_03_05  11_05_21  4880.0     119.276740
  490  2018_03_05  11_05_31  4890.0     119.276620
  491  2018_03_05  11_05_41  4900.0     119.276740
  492  2018_03_05  11_05_51  4910.0     119.275980
  493  2018_03_05  11_06_02  4920.0     119.276890
  494  2018_03_05  11_06_11  4930.0     119.276650
  495  2018_03_05  11_06_22  4940.0     119.276770
  496  2018_03_05  11_06_31  4950.0     119.276600
  497  2018_03_05  11_06_41  4960.0     119.276540
  498  2018_03_05  11_06_51  4970.0     119.276240
  499  2018_03_05  11_07_01  4980.0     119.276740
  500  2018_03_05  11_07_11  4990.0     119.276740
  501  2018_03_05  11_07_21  5000.0     119.276650
  502  2018_03_05  11_07_31  5010.0     119.276450
  503  2018_03_05  11_07_41  5020.0     119.276860
  504  2018_03_05  11_07_51  5030.0     119.276740
  505  2018_03_05  11_08_01  5040.0     119.277010
  506  2018_03_05  11_08_11  5050.0     119.276540
  507  2018_03_05  11_08_21  5060.0     119.276680
  508  2018_03_05  11_08_31  5070.0     119.277240
  509  2018_03_05  11_08_41  5080.0     119.277210
  510  2018_03_05  11_08_51  5090.0     119.277180
  511  2018_03_05  11_09_01  5100.0     119.277270
  512  2018_03_05  11_09_12  5111.0     119.277480
  513  2018_03_05  11_09_21  5120.0     119.277420
  514  2018_03_05  11_09_31  5130.0     119.277120
  515  2018_03_05  11_09_41  5140.0     119.277240
  516  2018_03_05  11_09_51  5150.0     119.277300
  517  2018_03_05  11_10_01  5160.0     119.277510
  518  2018_03_05  11_10_11  5170.0     119.277390
  519  2018_03_05  11_10_21  5180.0     119.277420
  520  2018_03_05  11_10_31  5190.0     119.277800
  521  2018_03_05  11_10_41  5200.0     119.277240
  522  2018_03_05  11_10_51  5210.0     119.277710
  523  2018_03_05  11_11_01  5220.0     119.277740
  524  2018_03_05  11_11_11  5230.0     119.277560
  525  2018_03_05  11_11_21  5240.0     119.277540
  526  2018_03_05  11_11_31  5250.0     119.277650
  527  2018_03_05  11_11_41  5260.0     119.277540
  528  2018_03_05  11_11_51  5270.0     119.277390
  529  2018_03_05  11_12_01  5280.0     119.277710
  530  2018_03_05  11_12_11  5290.0     119.277920
  531  2018_03_05  11_12_21  5300.0     119.278030
  532  2018_03_05  11_12_31  5310.0     119.278210
  533  2018_03_05  11_12_41  5320.0     119.278090
  534  2018_03_05  11_12_51  5330.0     119.277590
  535  2018_03_05  11_13_01  5340.0     119.277860
  536  2018_03_05  11_13_11  5350.0     119.277920
  537  2018_03_05  11_13_21  5360.0     119.278360
